Plant Type,Family,Common Name,Genus,Organism,BLH ,BLTVA,BCTV,Barcode,Query,Sequences,Collection Date,Time Period,Region,Site,Plant BLH collected from
Tree,Pinaceae,White Pine,Abies,Abies concolor,141,1,0,trnF,bc1115--bc1144,3,2019-07-18,Late July,Paterson,529,Pigweed
Tree,Sapindaceae,Red maple,Acer,Acer rubrum,20,0,0,ITS,bc1140--bc1146 ,4,2019-06-12,Early June,Mattawa ,RDR,Potato
Tree,Sapindaceae,Red maple,Acer,Acer rubrum,56,0,0,ITS,bc1140--bc1156,3,2019-06-21,Late June,Pasco,WSU,Pigweed
Tree,Sapindaceae,Sugar maple,Acer,Acer saccharinum,43,0,0,ITS,bc1155--bc1157,71,2019-06-14,Early June,Pasco,WSU,Kochia
Crop,Amaryllidaceae,Onion,Allium,Allium cepa,40,0,0,ITS,bc1140--bc1153,3,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,39,0,0,trnF,bc1109--bc1142,6,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,40,0,0,trnF,bc1110--bc1142,23,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,52,0,0,trnF,bc1142--bc1176,48,2019-06-20,Late June,Paterson,475,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,96,1,0,trnF,bc1110--bc1143,9,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,97,0,0,trnF,bc1143--bc1176,334,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,106,0,0,trnF,bc1143--bc1177,2,2019-07-11,Early July,Paterson,107,Potato
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,108,1,0,trnF,bc1107--bc1120,15,2019-07-11,Early July,Paterson,107,Russian thistle
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,112,1,0,trnF,bc1107--bc1112,53,2019-07-11,Early July,Paterson,475,Russian thistle
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,114,0,0,trnF,bc1113--bc1144,6,2019-07-11,Early July,Paterson,475,Potato
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,141,1,0,trnF,bc1115--bc1144,52,2019-07-18,Late July,Paterson,529,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,162,0,0,trnF,bc1169--bc1177,13,2019-08-01,Early August,Paterson,475,Kochia
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,163,0,0,trnF,bc1169--bc1176,2,2019-08-02,Early August,Pasco,WSU,Kochia
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,166,0,0,trnF,bc1144--bc1176,14,2019-08-02,Early August,Pasco,WSU,Pigweed
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,168,0,0,trnF,bc1120--bc1169,2,2019-08-02,Early August,Pasco,413,Russian thistle
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,169,0,0,trnF,bc1115--bc1169,11,2019-08-02,Early August,Pasco,WSU,Russian thistle
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,174,0,0,trnF,bc1113--bc1169,4,2019-08-02,Early August,Pasco,WSU,Russian thistle
Pigweed,Amaranthaceae,Purple amaranth or Guernsey pigweed,Amaranthus,Amaranthus blitum,175,0,0,trnF,bc1112--bc1169,41,2019-08-02,Early August,Pasco,WSU,Russian thistle
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,19,0,1,ITS,bc1140--bc1150,3,2019-06-12,Early June,Mattawa ,RDR,Potato
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,35,0,0,ITS,bc1155--bc1158,3,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,39,0,0,ITS,bc1140--bc1152,97,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,40,0,0,ITS,bc1140--bc1153,399,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,52,0,0,ITS,bc1140--bc1158,1061,2019-06-20,Late June,Paterson,475,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,54,0,0,ITS,bc1140--bc1157,7,2019-06-21,Late June,Pasco,WSU,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,69,1,0,ITS,bc1133--bc1155,8,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,70,0,0,ITS,bc1134--bc1155,7,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,71,0,1,ITS,bc1123--bc1155,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,72,0,0,ITS,bc1124--bc1155,10,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,96,1,0,ITS,bc1152--bc1189,119,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,97,0,0,ITS,bc1153--bc1189,481,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,103,1,1,ITS,bc1154--bc1158,3,2019-07-10,Early July,Mattawa,RDJ,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,106,0,0,ITS,bc1158--bc1189,3,2019-07-11,Early July,Paterson,107,Potato
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,108,1,0,ITS,bc1154--bc1157,3,2019-07-11,Early July,Paterson,107,Russian thistle
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,111,1,0,ITS,bc1135--bc1154,3,2019-07-11,Early July,Paterson,107,Russian thistle
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,114,0,0,ITS,bc1156--bc1189,5,2019-07-11,Early July,Paterson,475,Potato
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,128,1,0,ITS,bc1134--bc1154,6,2019-07-12,Early July,Pasco,WSU,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,141,1,0,ITS,bc1135--bc1189,49,2019-07-18,Late July,Paterson,529,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,145,0,0,ITS,bc1148--bc1189,28,2019-07-19,Late July,Pasco,WSU,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,153,0,0,ITS,bc1133--bc1189,5,2019-07-31,Late July,Mattawa,RDR,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,160,0,0,ITS,bc1124--bc1154,34,2019-08-01,Early August,Paterson,475,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,160,0,0,ITS,bc1124--bc1154,5,2019-08-01,Early August,Paterson,475,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,162,0,0,ITS,bc1146--bc1173,8,2019-08-01,Early August,Paterson,475,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,163,0,0,ITS,bc1152--bc1173,6,2019-08-02,Early August,Pasco,WSU,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,164,0,0,ITS,bc1153--bc1173,3,2019-08-02,Early August,Pasco,WSU,Kochia
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,166,0,0,ITS,bc1134--bc1189,11,2019-08-02,Early August,Pasco,WSU,Pigweed
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,167,0,0,ITS,bc1158--bc1173,6,2019-08-02,Early August,Pasco,413,Russian thistle
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,169,0,0,ITS,bc1156--bc1173,2,2019-08-02,Early August,Pasco,WSU,Russian thistle
Pigweed,Amaranthaceae,Smooth amaranth or Smooth pigweed,Amaranthus,Amaranthus hybridus,175,0,0,ITS,bc1148--bc1173,19,2019-08-02,Early August,Pasco,WSU,Russian thistle
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,39,0,0,trnF,bc1109--bc1142,8,2019-06-14,Early June,Pasco,505,Pigweed
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,96,1,0,trnF,bc1110--bc1143,19,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,97,0,0,trnF,bc1143--bc1176,156,2019-07-05,Early July,Mattawa,WSU,Pigweed
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,141,1,0,trnF,bc1115--bc1144,94,2019-07-18,Late July,Paterson,529,Pigweed
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,166,0,0,trnF,bc1144--bc1176,2,2019-08-02,Early August,Pasco,WSU,Pigweed
Pigweed,Amaranthaceae,Slender amaranth or Green amaranth,Amaranthus,Amaranthus viridis,175,0,0,trnF,bc1112--bc1169,9,2019-08-02,Early August,Pasco,WSU,Russian thistle
Weed,Boraginaceae,Common fiddleneck(Intermediate),Amsinckia,Amsinckia intermedia,40,0,0,trnF,bc1110--bc1142,7,2019-06-14,Early June,Pasco,505,Pigweed
Weed,Boraginaceae,Common fiddleneck(Menzie's),Amsinckia,Amsinckia menziesii,33,0,0,ITS,bc1152--bc1155,6,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Artemisia Yin Chen Hao,Artemisia,Artemisia capillaris,33,0,0,trnF,bc1108--bc1178,8,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Artemisia Makino,Artemisia,Artemisia fukudo,34,0,0,ITS,bc1153--bc1155,2,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Artemisia Makino,Artemisia,Artemisia fukudo,56,0,0,ITS,bc1140--bc1156,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Amaranthaceae,Saltbush,Chenopodium,Atriplex sp.,70,0,0,ITS,bc1134--bc1155,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,44,0,0,trnF,bc1108--bc1109,2,2019-06-14,Early June,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,70,0,0,trnF,bc1108--bc1111,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,72,0,0,trnF,bc1097--bc1108,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,73,1,0,trnF,bc1107--bc1178,38,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,82,1,0,trnF,bc1107--bc1110,6,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,106,0,0,trnF,bc1143--bc1177,10,2019-07-11,Early July,Paterson,107,Potato
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,128,1,0,trnF,bc1100--bc1107,30,2019-07-12,Early July,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,141,1,0,trnF,bc1115--bc1144,21,2019-07-18,Late July,Paterson,529,Pigweed
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,159,0,0,trnF,bc1098--bc1107,2,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,160,0,0,trnF,bc1097--bc1107,3,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,161,0,0,ITS,bc1169--bc1178,72,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,162,0,0,trnF,bc1169--bc1177,8,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,163,0,0,trnF,bc1169--bc1176,8,2019-08-02,Early August,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,164,0,0,trnF,bc1110--bc1169,26,2019-08-02,Early August,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,167,0,0,trnF,bc1109--bc1169,2,2019-08-02,Early August,Pasco,413,Russian thistle
Kochia,Amaranthaceae,Mexican Fireweed/Kochia type,Bassia,Bassia littorea,168,0,0,trnF,bc1120--bc1169,6,2019-08-02,Early August,Pasco,413,Russian thistle
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,12,0,0,ITS,bc1123--bc1140,3,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,33,0,0,ITS,bc1152--bc1155,7,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,40,0,0,ITS,bc1140--bc1153,2,2019-06-14,Early June,Pasco,505,Pigweed
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,43,0,0,ITS,bc1155--bc1157,14,2019-06-14,Early June,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,44,0,0,ITS,bc1155--bc1156,5,2019-06-14,Early June,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,52,0,0,ITS,bc1140--bc1158,13,2019-06-20,Late June,Paterson,475,Pigweed
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,72,0,0,ITS,bc1124--bc1155,24,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,73,1,0,ITS,bc1150--bc1154,80,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,74,1,1,ITS,bc1146--bc1154,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,96,1,0,ITS,bc1152--bc1189,4,2019-07-05,Early July,Mattawa,WSU,Pigweed
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,128,1,0,ITS,bc1134--bc1154,57,2019-07-12,Early July,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,159,0,0,ITS,bc1123--bc1154,2,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,160,0,0,ITS,bc1124--bc1154,41,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,161,0,0,ITS,bc1150--bc1173,58,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,162,0,0,ITS,bc1146--bc1173,123,2019-08-01,Early August,Paterson,475,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,163,0,0,ITS,bc1152--bc1173,33,2019-08-02,Early August,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,164,0,0,ITS,bc1153--bc1173,68,2019-08-02,Early August,Pasco,WSU,Kochia
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,167,0,0,ITS,bc1158--bc1173,3,2019-08-02,Early August,Pasco,413,Russian thistle
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,168,0,0,ITS,bc1157--bc1173,6,2019-08-02,Early August,Pasco,413,Russian thistle
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,169,0,0,ITS,bc1156--bc1173,2,2019-08-02,Early August,Pasco,WSU,Russian thistle
Kochia,Amaranthaceae,Kochia scoparia,Bassia,Bassia scoparia,173,0,0,ITS,bc1159--bc1173,4,2019-08-02,Early August,Pasco,WSU,Russian thistle
Tree,Betulaceae,Alpine birch,Betula,Betula nana,163,0,0,ITS,bc1152--bc1173,22,2019-08-02,Early August,Pasco,WSU,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,2,0,0,ITS,bc1134--bc1140,11,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,12,0,0,ITS,bc1123--bc1140,124,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,18,1,0,ITS,bc1124--bc1140,30,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,28,1,1,ITS,bc1146--bc1155,315,2019-06-12,Early June,Mattawa ,RDR,Mustard
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,33,0,0,ITS,bc1152--bc1155,323,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,34,0,0,ITS,bc1153--bc1155,209,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,35,0,0,ITS,bc1155--bc1158,2,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,40,0,0,ITS,bc1140--bc1153,5,2019-06-14,Early June,Pasco,505,Pigweed
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,43,0,0,ITS,bc1155--bc1157,27,2019-06-14,Early June,Pasco,WSU,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,45,0,0,ITS,bc1155--bc1159,2,2019-06-14,Early June,Pasco,WSU,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,50,0,0,ITS,bc1135--bc1155,73,2019-06-14,Early June,Pasco,WSU,Russian thistle
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,52,0,0,ITS,bc1140--bc1158,120,2019-06-20,Late June,Paterson,475,Pigweed
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,52,0,0,ITS,bc1140--bc1158,64,2019-06-20,Late June,Paterson,475,Pigweed
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,56,0,0,ITS,bc1140--bc1156,47,2019-06-21,Late June,Pasco,WSU,Pigweed
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,92,0,0,ITS,bc1150--bc1189,6,2019-07-05,Early July,Mattawa,WSU,Potato
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,160,0,0,ITS,bc1124--bc1154,2,2019-08-01,Early August,Paterson,475,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,161,0,0,ITS,bc1150--bc1173,3,2019-08-01,Early August,Paterson,475,Kochia
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,166,0,0,ITS,bc1135--bc1140,8,2019-08-02,Early August,Pasco,WSU,Pigweed
Mustard,Brassicaceae,Ethiopian rape/mustard,Brassica,Brassica carinata,168,0,0,ITS,bc1157--bc1173,2,2019-08-02,Early August,Pasco,413,Russian thistle
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,Brassica oleracea,18,1,0,ITS,bc1124--bc1140,2,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,Brassica oleracea,52,0,0,ITS,bc1140--bc1158,2,2019-06-20,Late June,Paterson,475,Pigweed
Weed,Brassicaceae,Wild cabbage/Kale,Brassica,Brassica oleracea,162,0,0,ITS,bc1146--bc1173,54,2019-08-01,Early August,Paterson,475,Kochia
Grass,Poaceae,Cheatgrass,Bromus,Bromus tectorum,19,0,1,ITS,bc1140--bc1150,2,2019-06-12,Early June,Mattawa ,RDR,Potato
Flowering Shrub,Theaceae,Camellia,Camellia,Camellia reticulata,69,1,0,trnF,bc1108--bc1112,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabia sativa,19,0,1,ITS,bc1140--bc1150,724,2019-06-12,Early June,Mattawa ,RDR,Potato
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,20,0,0,ITS,bc1140--bc1146,2,2019-06-12,Early June,Mattawa ,RDR,Potato
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,34,0,0,ITS,bc1153--bc1155,8,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,40,0,0,ITS,bc1140--bc1153,10,2019-06-14,Early June,Pasco,505,Pigweed
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,52,0,0,ITS,bc1140--bc1158,3,2019-06-20,Late June,Paterson,475,Pigweed
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,54,0,0,ITS,bc1140--bc1157,89,2019-06-21,Late June,Pasco,WSU,Pigweed
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,56,0,0,ITS,bc1140--bc1156,10,2019-06-21,Late June,Pasco,WSU,Pigweed
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,60,0,1,ITS,bc1140--bc1159,2,2019-07-03,Early July,Mattawa ,RDJ,Potato
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,92,0,0,ITS,bc1150--bc1189,8,2019-07-05,Early July,Mattawa,WSU,Potato
Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,159,0,0,ITS,bc1123--bc1154,3,2019-08-01,Early August,Paterson,475,Kochia
Crop,Solanaceae,Cayenne Pepper ,Capsicum,Capsicum annuum,91,0,1,trnF,bc1115--bc1143,19,2019-07-05,Early July,Mattawa,WSU,Potato
Crop,Solanaceae,Cayenne Pepper ,Capsicum,Capsicum annuum,91,0,1,ITS,bc1140--bc1148,2,2019-07-05,Early July,Mattawa,WSU,Potato
Crop,Solanaceae,Chili Pepper,Capsicum,Capsicum caatingae,91,0,1,trnF,bc1115--bc1143 ,2,2019-07-05,Early July,Mattawa,WSU,Potato
Weed,Asteraceae,Safflower,Carthamus,Carthamus tinctorius,39,0,0,ITS,bc1140--bc1152,18,2019-06-14,Early June,Pasco,505,Pigweed
Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,69,1,0,ITS,bc1133--bc1155,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,71,0,1,ITS,bc1123--bc1155,5,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Grass,Poaceae,Pearl millet,Cenchrus,Cenchrus americanus,73,1,0,ITS,bc1150--bc1154,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Tumble knapweed,Centaurea,Centaurea diffusa,111,1,0,ITS,bc1135--bc1154,2,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Asteraceae,Spotted knapweed,Centaurea,Centaurea maculosa,39,0,0,trnF,bc1109--bc1142,4,2019-06-14,Early June,Pasco,505,Pigweed
Weed,Asteraceae,Spotted knapweed,Centaurea,Centaurea maculosa,111,1,0,trnF,bc1107--bc1113,9,2019-07-11,Early July,Paterson,107,Russian thistle
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,2,0,0,trnF,bc1112--bc1142,3,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,69,1,0,trnF,bc1108--bc1112,35,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,72,0,0,trnF,bc1097--bc1108,36,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,73,1,0,trnF,bc1107--bc1178,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,79,1,0,trnF,bc1107--bc1176,5,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,96,1,0,trnF,bc1110--bc1143,4,2019-07-05,Early July,Mattawa,WSU,Pigweed
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,114,0,0,trnF,bc1113--bc1144,46,2019-07-11,Early July,Paterson,475,Potato
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,153,0,0,trnF,bc1110--bc1144,28,2019-07-31,Late July,Mattawa,RDR,Pigweed
Weed,Amaranthaceae,Epazote,Chenopodium,Chenopodium acuminatum,159,0,0,trnF,bc1098--bc1107,4,2019-08-01,Early August,Paterson,475,Kochia
