Plant Type,Family,Common Name,Genus,Organism,OTU,Sequences,Pairwise Identity,BLH,Query,BarCode,Time Period,Date,Region,Site,Host Plant,Sex,BLTVA,BCTV,S citri,Notes
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,10,2,99.80%,671,bc1105--bc1177,trnF,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,5,9,99.80%,17,bc1105--bc1112,trnF,Early May,2020-05-13,Paterson,H,Russian thistle,,1,1,0,Extracted by Gina
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,5,8,99.80%,22,bc1105--bc1110,trnF,Late May,2020-05-18,Moxee,A,Tumble mustard,,0,0,0,Extracted by Gina
Nightshade,Solanaceae,Bitter,Solanum,Solanum gracilifrons,5,4,98.00%,193,bc1107--bc1109,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,63,2,99.10%,37,bc1146--bc1172,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,M,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,1653,2090,99.40%,108,bc1152--bc1170,ITS,Late May,2020-05-18,Mattawa,C,Potato,M,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,16,5,99.40%,171,bc1140--bc1152,ITS,Late May,2020-05-27,Paterson,J,Russian thistle,M,0,0,1,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,9,5,99.40%,8,bc1150--bc1170,ITS,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,1,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,17,4,99.20%,39,bc1146--bc1190,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,1529,870,99.20%,41,bc1146--bc1191,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,10,2,99.40%,61,bc1146--bc1154,ITS,Late May,2020-05-18,Mattawa,B,Russian thistle,F,0,0,1,Faintly positive for s citri
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,51,4,99.30%,99,bc1140--bc1146,ITS,Late May,2020-05-18,Mattawa,C,Kochia,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,4,14,99.40%,111,bc1152--bc1171,ITS,Late May,2020-05-18,Mattawa,C,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,49,4,99.40%,113,bc1152--bc1172,ITS,Late May,2020-05-18,Mattawa,C,Russian thistle,F,1,1,0,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,9,4,99.40%,123,bc1152--bc1191,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,21,7,99.40%,124,bc1152--bc1192,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,F,0,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,277,145,99.20%,127,bc1152--bc1173,ITS,Late May,2020-05-18,Othello,F,Kochia,F,0,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,723,136,97.90%,137,bc1152--bc1154,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,8,13,99.40%,153,bc1152--bc1155,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,208,35,99.10%,182,bc1152--bc1189,ITS,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,3785,689,99.20%,190,bc1153--bc1171,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,29,25,98.10%,199,bc1153--bc1173,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,1,1,0,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,99,9,97.50%,201,bc1153--bc1154,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,884,379,99.40%,211,bc1153--bc1155,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,4,2,99.20%,508,bc1133--bc1190,ITS,Late June,2020-06-25,Pasco,M,Kochia,F,0,1,0,RADseq
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,8,8,99.20%,549,bc1133--bc1155,ITS,Early July,2020-07-01,Moxee,A,Russian thistle,F,1,0,0,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,2,8,99.20%,568,bc1134--bc1191,ITS,Late July,2020-07-15,Moxee,A,Russian thistle,F,1,0,0,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,49,226,99.20%,671,bc1123--bc1173,ITS,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,6,7,97.10%,22,bc1150--bc1189,ITS,Late May,2020-05-18,Moxee,A,Tumble mustard,,0,0,0,Extracted by Gina
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,7412,3287,99.60%,107,bc1146--bc1189,ITS,Late May,2020-05-18,Mattawa,C,Potato,,1,1,0,Extracted by Gina
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,39,4,99.40%,122,bc1152--bc1190,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,,1,1,0,Extracted by Gina
Nightshade,Solanaceae,tansyleaf nightshade,Solanum,Solanum pinnatisectum,2,2,99.10%,0,bc1153--bc1191,,,,,,,,,,,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,5,57,99.80%,108,bc1110--bc1175,trnF,Late May,2020-05-18,Mattawa,C,Potato,M,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,28,100.00%,171,bc1107--bc1113,trnF,Late May,2020-05-27,Paterson,J,Russian thistle,M,0,0,1,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,57,22,97.90%,171,bc1140--bc1152,ITS,Late May,2020-05-27,Paterson,J,Russian thistle,M,0,0,1,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,2,99.90%,362,bc1110--bc1142,trnF,Early June,2020-06-03,Mattawa,D,Potato,M,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,16,100.00%,472,bc1113--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,M,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,22,32,99.60%,655,bc1144--bc1176,trnF,Early August,2020-08-12,Othello,F,Russian thistle,M,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,25,100.00%,788,bc1107--bc1177,trnF,Late August,2020-08-27,Othello,E,Kochia,M,0,1,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,4,5,100.00%,792,bc1108--bc1177,trnF,Late August,2020-08-27,Othello,E,Russian thistle,M,0,1,0,Faintly positive for bctv
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,23,49,99.70%,9,bc1103--bc1112,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,10,66,100.00%,12,bc1103--bc1120,trnF,Late April,2020-04-23,Moxee,A,Flixweed/Pinnate tansymustard,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,12,113,100.00%,18,bc1105--bc1120,trnF,Late May,2020-05-18,Moxee,A,Flixweed,F,0,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,5,2,100.00%,19,bc1105--bc1109,trnF,Late May,2020-05-18,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,19,284,100.00%,23,bc1099--bc1106,trnF,Late May,2020-05-18,Moxee,A,Kochia,F,0,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,18,3,100.00%,39,bc1106--bc1109,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,168,866,100.00%,41,bc1106--bc1110,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,2,3,100.00%,113,bc1112--bc1169,trnF,Late May,2020-05-18,Mattawa,C,Russian thistle,F,1,1,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,12,70,99.80%,127,bc1110--bc1169,trnF,Late May,2020-05-18,Othello,F,Kochia,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,371,30,99.20%,137,bc1152--bc1154,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,34,100.00%,153,bc1107--bc1111,trnF,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,5,92,99.80%,182,bc1107--bc1114,trnF,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,9,103,100.00%,190,bc1107--bc1120,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,7,87,100.00%,193,bc1107--bc1109,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,44,215,100.00%,198,bc1107--bc1110,trnF,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,283,16,100.00%,211,bc1108--bc1112,trnF,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,12,100.00%,217,bc1108--bc1113,trnF,Early June,2020-06-03,Moxee,A,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,33,177,100.00%,232,bc1108--bc1110,trnF,Early June,2020-06-03,Moxee,A,Russian thistle,F,1,1,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,2,4,100.00%,369,bc1100--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,1,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,10,100.00%,370,bc1111--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,11,100.00%,372,bc1112--bc1143,trnF,Early June,2020-06-03,Othello,F,Potato,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,2,3,100.00%,405,bc1120--bc1143,trnF,Early June,2020-06-12,Paterson,J,Tumble mustard,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,22,100.00%,457,bc1110--bc1143,trnF,Late June,2020-06-17,Moxee,A,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,10,100.00%,468,bc1100--bc1144,trnF,Late June,2020-06-17,Othello,E,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,2,,99.80%,470,bc1111--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,1,1,1,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,6,100.00%,471,bc1112--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,228,829,100.00%,476,bc1114--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,1,0,1,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,7,5,100.00%,481,bc1109--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,12,91,100.00%,482,bc1110--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,17,100.00%,504,bc1100--bc1105,trnF,Late June,2020-06-25,Pasco,M,Netseed LambsquaRussian thistleers,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,13,,100.00%,507,bc1105--bc1111,trnF,Late June,2020-06-25,Pasco,M,Kochia,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,3,12,100.00%,508,bc1105--bc1113,trnF,Late June,2020-06-25,Pasco,M,Kochia,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,8,5,100.00%,511,bc1097--bc1106,trnF,Late June,2020-06-25,Pasco,M,Russian thistle,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,2,16,100.00%,512,bc1100--bc1106,trnF,Late June,2020-06-25,Pasco,M,Russian thistle,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,3,21,100.00%,549,bc1106--bc1112,trnF,Early July,2020-07-01,Moxee,A,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,5,2,99.90%,550,bc1106--bc1113,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,9,20,100.00%,552,bc1114--bc1169,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,9,2,99.90%,556,bc1100--bc1107,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,1,1,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,13,2,99.90%,557,bc1107--bc1112,trnF,Early July,2020-07-01,Mattawa,D,Kochia,F,1,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,29,64,100.00%,568,bc1103--bc1176,trnF,Late July,2020-07-15,Moxee,A,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,274,560,100.00%,577,bc1106--bc1176,trnF,Late July,2020-07-15,Mattawa,D,Potato,F,0,1,1,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,4,3,100.00%,582,bc1175--bc1176,trnF,Late July,2020-07-15,Othello,E,Kochia,F,0,1,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,42,100.00%,587,bc1169--bc1176,trnF,Late July,2020-07-15,Othello,E,Russian thistle,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,11,3,100.00%,616,bc1108--bc1176,trnF,Late July,2020-07-16,Paterson,J,Russian thistle,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,9,3,99.80%,644,bc1143--bc1176,trnF,Early August,2020-08-12,Moxee,A,Russian thistle,F,0,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,31,68,99.50%,671,bc1123--bc1173,ITS,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,1,6,100.00%,763,bc1106--bc1177,trnF,Late August,2020-08-27,Mattawa,C,Russian thistle,F,0,0,1,
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,3,34,100.00%,787,bc1169--bc1177,trnF,Late August,2020-08-27,Othello,E,Kochia,F,1,0,0,RADseq
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,230,726,100.00%,17,bc1105--bc1112,trnF,Early May,2020-05-13,Paterson,H,Russian thistle,,1,1,0,Extracted by Gina
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,46,652,100.00%,22,bc1105--bc1110,trnF,Late May,2020-05-18,Moxee,A,Tumble mustard,,0,0,0,Extracted by Gina
Potato,Solanaceae,potato,Solanum,Solanum tuberosum,908,170,100.00%,107,bc1109--bc1175,trnF,Late May,2020-05-18,Mattawa,C,Potato,,1,1,0,Extracted by Gina
Weed,Asteraceae,Goldernrod,Solidago,Solidago canadensis,5,5,98.00%,12,bc1103--bc1120,trnF,Late April,2020-04-23,Moxee,A,Flixweed/Pinnate tansymustard,F,0,0,0,RADseq
Weed,Asteraceae,Goldernrod,Solidago,Solidago canadensis,12,2,98.00%,193,bc1107--bc1109,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Weed,Asteraceae,Goldernrod,Solidago,Solidago canadensis,1,87,97.80%,616,bc1108--bc1176,trnF,Late July,2020-07-16,Paterson,J,Russian thistle,F,1,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia cordata,98,2,100.00%,190,bc1153--bc1171,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia cordata,1261,684,100.00%,198,bc1153--bc1192,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia cordata,49,3,100.00%,199,bc1153--bc1173,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,1,1,0,
Tree,Malvaceae,Linden,Tilia,Tilia cordata,121,58,99.00%,201,bc1153--bc1154,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia cordata,1130,138,99.60%,227,bc1153--bc1189,ITS,Early June,2020-06-03,Moxee,A,Russian thistle,F,0,0,1,
Tree,Malvaceae,Linden,Tilia,Tilia cordata,1,2,99.90%,0,bc1153--bc1191,,,,,,,,,,,
Tree,Malvaceae,Linden,Tilia,Tilia japonica,2,9,100.00%,358,bc1109--bc1142,trnF,Early June,2020-06-03,Mattawa,C,Russian thistle,F,0,1,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia japonica,9,4,100.00%,616,bc1108--bc1176,trnF,Late July,2020-07-16,Paterson,J,Russian thistle,F,1,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,53,10,99.60%,9,bc1150--bc1171,ITS,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,43,13,98.20%,153,bc1152--bc1155,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,1200,182,99.60%,198,bc1153--bc1192,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,38,2,99.60%,201,bc1153--bc1154,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,60,2,99.30%,217,bc1140--bc1153,ITS,Early June,2020-06-03,Moxee,A,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Tree,Malvaceae,Linden,Tilia,Tilia x,2308,854,99.60%,227,bc1153--bc1189,ITS,Early June,2020-06-03,Moxee,A,Russian thistle,F,0,0,1,
Tree,Malvaceae,Linden,Tilia,Tilia x,1,21,99.60%,0,bc1153--bc1310,,,,,,,,,,,
Grass,Poaceae,Wheat,Triticum,Triticum aestivum,104,108,99.60%,123,bc1152--bc1191,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Tree,Ulmaceae,Elm,Ulmus,Ulmus pumila,41,304,99.60%,61,bc1146--bc1154,ITS,Late May,2020-05-18,Mattawa,B,Russian thistle,F,0,0,1,Faintly positive for s citri
Tree,Ulmaceae,Elm,Ulmus,Ulmus pumila,40,2,99.30%,46,bc1146--bc1173,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,,1,0,0,RADseq
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,17,3,96.70%,8,bc1150--bc1170,ITS,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,1,0,0,RADseq
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,142,9,96.90%,9,bc1150--bc1171,ITS,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,79,2,95.20%,19,bc1140--bc1150,ITS,Late May,2020-05-18,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,35,18,97.30%,153,bc1152--bc1155,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,79,2,96.70%,16,bc1150--bc1173,ITS,Early May,2020-05-13,Paterson,H,Russian thistle,,0,0,0,
Crop,Fabaceae,cowpea,Vigna,Vigna unguiculata,25,3,96.90%,84,bc1146--bc1155,ITS,Late May,2020-05-18,Mattawa,B,Russian thistle,,1,1,0,
